timestamp,signal_phase,queue_length,waiting_time,throughput
871,0,39.15,3.33,0.0
872,0,40.2,5.59,0.59
873,0,29.42,2.81,1.96
874,0,38.31,4.39,0.0
875,0,38.6,3.44,0.0
876,0,40.49,2.45,0.33
877,0,39.97,6.57,0.0
878,0,47.38,4.61,0.0
879,0,37.74,3.77,0.54
880,0,38.49,4.73,0.0
881,0,46.34,6.64,0.1
882,0,40.12,4.32,0.0
883,0,43.73,6.06,0.8
884,0,47.35,8.11,0.0
885,0,45.38,6.15,0.0
886,0,44.0,4.71,0.0
887,0,40.43,6.43,0.55
888,0,47.46,4.88,0.0
889,0,43.4,4.91,1.06
890,0,37.96,5.41,0.73
891,0,40.79,5.61,0.0
892,0,32.25,2.16,1.74
893,0,34.31,6.74,0.0
894,0,26.94,4.11,0.35
895,0,36.56,6.15,0.7
896,0,52.68,6.59,0.73
897,0,37.55,6.48,0.0
898,0,48.3,5.34,0.0
899,0,41.97,5.18,0.64
900,0,36.4,4.5,0.27
901,0,52.71,7.5,0.0
902,0,46.66,4.19,0.72
903,0,27.99,4.54,0.0
904,0,50.33,5.87,0.0
905,0,33.4,3.48,0.69
906,0,40.58,5.42,0.94
907,0,47.34,3.57,0.16
908,0,39.6,5.67,0.0
909,0,50.95,5.36,0.0
910,0,48.09,6.5,0.0
911,0,29.38,4.29,0.0
912,0,38.22,8.54,0.35
913,0,44.26,2.34,0.0
914,0,37.4,3.59,0.98
915,0,40.27,7.38,0.0
916,0,48.4,4.88,0.0
917,0,44.53,5.33,0.76
918,0,34.64,4.01,0.3
919,0,43.4,4.67,0.0
920,0,37.1,6.99,0.04
921,0,32.28,4.03,0.18
922,0,32.96,3.59,0.0
923,0,44.3,7.19,0.52
924,0,41.78,4.64,0.0
925,0,42.04,5.11,0.52
926,0,32.83,3.87,0.82
927,0,40.53,7.27,0.0
928,0,33.7,3.68,0.44
929,0,34.59,2.73,0.0
930,0,40.68,5.87,0.0
931,0,30.93,2.65,0.51
932,0,47.35,5.09,0.69
933,0,61.9,8.09,0.0
934,0,45.67,5.3,0.64
935,0,33.66,2.7,0.33
936,0,39.83,4.95,0.16
937,0,29.56,2.33,0.95
938,0,38.98,5.03,1.1
939,0,46.06,4.35,0.0
940,0,46.72,5.4,0.59
941,0,33.75,6.36,1.84
942,0,44.39,4.51,0.0
943,1,39.25,4.93,4.75
944,1,44.04,6.77,4.55
945,1,24.39,4.37,4.23
946,1,23.09,3.67,4.89
947,1,30.44,3.75,4.08
948,1,6.58,2.23,5.71
949,1,25.75,2.73,4.89
950,1,27.83,5.95,4.25
951,1,26.33,3.54,5.01
952,1,17.33,0.29,6.12
953,1,28.04,6.46,4.77
954,1,23.79,2.42,5.27
955,1,36.06,5.04,5.11
956,1,22.65,3.94,3.94
957,1,27.74,4.71,4.91
958,1,28.14,2.63,4.38
959,1,34.54,3.68,4.42
960,1,9.63,1.31,5.77
961,1,27.28,6.99,5.39
962,1,36.08,5.07,2.26
963,1,27.11,3.34,5.27
964,1,17.78,2.52,4.39
965,1,32.61,5.23,4.61
966,1,32.69,6.23,5.06
967,1,27.84,3.34,3.82
968,1,20.72,1.85,4.82
969,1,24.07,2.3,5.35
970,1,27.49,2.74,4.54
971,1,23.0,3.94,3.99
972,1,14.64,2.43,5.33
973,1,23.85,3.84,4.15
974,1,29.51,5.79,4.69
975,1,25.94,2.98,5.06
976,1,29.4,4.99,3.96
977,1,30.67,4.39,4.88
978,1,37.17,4.1,4.16
979,1,47.63,5.37,4.47
980,1,35.85,4.1,4.25
981,1,18.77,2.46,4.93
982,1,8.74,2.23,5.76
983,1,29.24,4.89,5.77
984,1,30.57,4.2,4.83
985,1,20.71,3.86,6.07
986,1,32.18,4.34,4.34
987,1,23.86,3.4,5.49
988,1,33.22,4.01,5.21
989,1,27.4,5.83,4.8
990,1,33.18,6.11,5.14
991,1,16.05,1.42,5.57
992,1,26.49,4.36,5.32
993,1,28.81,3.89,4.87
994,1,18.6,2.05,4.51
995,1,45.06,6.52,3.98
996,1,25.67,3.43,4.37
997,1,41.12,5.33,2.88
998,1,24.69,2.81,5.79
999,1,28.16,3.41,4.54
1000,1,39.47,3.31,4.29
1001,1,32.43,3.26,4.34
1002,1,31.54,3.84,3.63
1003,1,32.13,5.07,4.11
1004,1,19.07,4.31,5.87
1005,1,26.88,3.79,4.2
1006,1,22.35,1.37,5.27
1007,1,31.58,3.07,4.33
1008,1,25.65,3.72,5.03
1009,1,29.65,3.11,5.16
1010,1,29.38,2.35,6.17
1011,1,29.71,3.34,4.61
1012,1,29.72,3.7,5.33
1013,1,24.78,3.59,3.98
1014,1,21.57,1.59,5.39
1015,1,24.69,2.92,5.5
1016,1,38.57,5.58,5.49
1017,1,32.99,4.95,4.12
1018,1,34.7,5.7,3.78
1019,1,41.04,5.76,3.32
1020,1,20.56,2.71,4.12
1021,1,34.08,6.83,3.88
1022,1,21.4,2.62,4.35
1023,1,27.33,5.39,4.34
1024,1,33.87,3.61,3.61
1025,1,42.91,6.76,4.93
1026,1,23.74,1.23,5.46
1027,1,29.24,4.56,5.47
1028,1,39.25,4.13,4.43
1029,1,18.08,1.88,5.37
1030,1,32.9,3.8,3.37
1031,1,27.53,2.71,4.49
1032,1,22.95,0.0,4.07
1033,1,31.17,6.25,3.5
1034,1,34.76,3.88,4.68
1035,1,22.7,1.18,5.01
1036,1,33.04,5.58,4.62
1037,1,31.39,5.92,4.7
1038,1,20.07,2.43,5.03
1039,1,42.43,5.05,6.4
1040,1,38.72,3.37,4.21
1041,1,23.12,3.37,5.69
1042,1,25.31,1.95,5.0
1043,1,36.17,6.82,4.16
1044,1,26.04,3.06,5.66
1045,1,15.28,2.55,6.09
1046,1,38.39,3.75,4.01
1047,1,30.07,3.05,4.65
1048,1,45.26,6.12,4.57
1049,1,32.86,2.81,4.88
1050,1,31.53,4.96,3.61
1051,1,53.0,5.66,3.67
1052,1,28.63,3.95,4.62
1053,1,22.39,1.7,4.76
1054,1,31.83,5.07,4.96
1055,1,39.09,3.15,3.7
1056,1,20.68,2.5,5.24
1057,1,22.73,2.7,6.5
1058,1,33.6,1.91,5.3
1059,1,4.42,0.0,5.06
1060,1,21.26,2.81,4.43
1061,1,36.36,3.23,4.47
1062,1,25.31,2.82,5.09
1063,1,16.99,0.0,5.86
1064,1,45.4,5.75,4.41
1065,1,18.72,1.19,5.46
1066,1,25.81,1.81,4.82
1067,1,27.02,2.42,3.92
1068,1,30.67,3.35,5.08
1069,1,27.04,2.71,5.66
1070,1,29.35,4.04,5.09
1071,1,30.46,4.87,6.02
1072,1,29.31,4.19,5.93
1073,1,30.75,3.55,5.32
1074,1,10.97,2.83,4.2
1075,1,33.53,3.05,4.54
1076,1,18.76,1.83,5.99
1077,1,12.67,0.0,5.31
1078,1,41.05,5.1,4.94
1079,1,19.72,1.84,5.54
1080,1,31.44,5.29,4.81
1081,1,23.82,2.4,4.83
1082,1,24.57,2.34,5.31
1083,1,33.87,6.99,5.62
1084,1,21.61,3.2,5.63
1085,1,32.98,3.18,5.14
1086,1,33.05,2.24,5.7
1087,1,39.32,3.3,4.24
1088,1,27.31,4.76,4.8
1089,1,38.37,4.81,4.71
1090,1,43.77,6.09,3.88
1091,1,42.69,5.73,4.65
1092,1,34.69,3.53,3.34
1093,1,33.59,3.49,3.56
1094,1,52.8,7.53,3.59
1095,1,47.86,5.64,3.79
1096,1,23.87,2.55,4.9
1097,1,37.39,4.33,4.85
1098,1,34.82,4.43,5.09
1099,1,30.58,5.42,5.06
1100,0,43.23,5.84,0.39
1101,0,45.9,6.82,0.18
1102,0,49.5,4.92,0.0
1103,0,43.75,4.29,0.0
1104,0,44.72,7.09,0.12
1105,0,53.14,7.19,0.23
1106,0,44.54,5.93,0.0
1107,0,46.36,5.56,0.2
1108,0,49.92,8.12,0.84
1109,0,55.07,7.33,1.1
1110,0,51.82,6.01,0.36
1111,0,45.02,5.15,0.0
1112,0,43.66,5.12,0.6
1113,0,32.21,5.09,0.0
1114,0,44.34,6.31,0.95
1115,0,33.7,4.88,0.52
1116,0,33.81,6.52,0.74
1117,0,47.2,6.46,0.0
1118,0,41.2,5.26,0.3
1119,0,45.78,6.57,1.07
1120,0,36.98,5.35,0.0
1121,0,51.61,4.46,0.09
1122,0,43.15,4.17,1.07
1123,0,51.5,7.37,0.64
1124,0,47.39,6.97,0.0
1125,0,43.32,5.12,0.0
1126,0,38.17,4.25,0.0
1127,0,42.25,3.71,0.56
1128,0,48.62,6.26,0.02
1129,0,47.58,6.35,0.0
1130,0,32.44,4.86,1.28
1131,0,50.21,5.81,0.0
1132,0,40.29,4.36,0.0
1133,0,48.52,7.26,0.0
1134,0,36.42,4.42,0.0
1135,0,47.1,6.03,0.0
1136,0,35.63,2.5,0.8
1137,0,43.03,4.81,0.0
1138,0,39.62,6.53,0.0
1139,0,39.72,6.57,0.09
1140,0,37.47,4.38,0.0
1141,0,40.77,5.67,1.99
1142,0,28.07,3.59,1.13
1143,0,49.01,8.62,0.72
1144,0,49.69,3.15,0.0
1145,0,38.46,4.72,0.61
1146,0,30.96,0.0,1.34
1147,0,36.83,5.5,1.12
1148,0,49.58,8.08,0.0
1149,0,47.0,5.75,0.0
1150,0,39.6,5.13,0.28
1151,0,49.18,6.76,0.0
1152,0,33.67,5.65,0.0
1153,0,37.1,2.08,0.0
1154,0,45.8,5.31,0.95
1155,0,41.23,5.53,0.49
1156,0,37.29,4.2,0.56
1157,0,21.9,1.95,0.72
1158,0,47.37,4.84,0.14
1159,0,44.59,5.23,1.36
1160,0,28.06,3.79,2.04
1161,0,46.8,7.25,0.0
1162,0,41.89,5.36,0.0
1163,0,44.23,4.44,0.0
1164,0,49.56,6.35,0.03
1165,0,36.08,5.78,0.74
1166,0,47.71,5.31,0.47
1167,0,47.47,5.83,1.01
1168,0,48.09,6.94,0.0
1169,0,55.09,6.15,0.25
1170,0,47.27,5.73,0.0
1171,0,37.51,4.72,0.88
1172,0,56.39,7.66,0.0
1173,0,33.14,1.8,1.76
1174,0,38.3,5.08,0.15
1175,0,34.28,3.79,0.0
1176,0,41.18,5.04,0.86
1177,0,50.66,7.53,0.0
1178,0,52.38,7.21,0.0
1179,0,45.71,8.41,0.45
1180,0,37.12,5.25,0.0
1181,0,37.57,2.35,0.2
1182,0,37.17,3.92,2.4
1183,0,49.62,6.66,0.0
1184,0,34.75,4.46,0.89
1185,0,48.92,7.63,0.19
1186,0,41.74,3.0,0.11
1187,0,43.38,5.94,0.11
1188,0,54.09,6.92,0.0
1189,0,38.2,5.03,1.38
1190,0,55.29,6.68,0.0
1191,0,30.72,3.53,1.1
1192,0,35.4,2.7,0.25
1193,0,29.37,5.84,1.31
1194,0,36.03,3.34,0.29
1195,0,46.66,7.03,0.0
1196,0,47.9,5.73,0.0
1197,0,44.45,5.36,0.0
1198,0,44.14,7.76,0.56
1199,0,32.61,3.84,0.5
1200,0,31.39,5.3,0.32
1201,0,44.43,5.42,0.0
1202,0,52.78,7.3,0.0
1203,0,39.09,4.41,0.06
1204,0,31.85,2.76,1.27
1205,0,29.73,2.86,0.58
1206,0,36.55,5.53,0.31
1207,0,54.64,7.38,0.0
1208,0,40.34,5.46,1.09
1209,0,33.7,3.97,0.0
1210,0,37.12,4.91,0.85
1211,0,38.13,5.84,0.9
1212,0,44.12,5.74,0.23
1213,0,36.72,4.84,0.0
1214,0,34.88,2.68,0.41
1215,0,40.5,4.32,0.13
1216,0,45.75,4.9,0.0
1217,0,47.74,4.91,0.0
1218,0,46.4,6.1,0.0
1219,0,38.34,6.97,0.15
1220,0,28.44,5.17,0.9
1221,0,35.61,5.1,0.0
1222,0,44.27,4.36,0.0
1223,0,31.33,4.64,1.27
1224,0,44.02,7.47,0.0
1225,0,37.28,3.36,0.95
1226,0,37.34,3.71,0.31
1227,0,50.96,3.22,0.0
1228,0,43.75,3.62,0.6
1229,0,52.96,8.95,0.0
1230,0,34.49,6.65,0.0
1231,0,51.05,7.35,0.0
1232,0,49.27,6.65,0.0
1233,0,18.04,1.6,2.13
1234,0,41.29,6.18,0.0
1235,0,54.34,6.58,0.0
1236,0,48.22,8.42,0.0
1237,0,38.47,6.0,0.45
1238,0,40.14,6.28,0.0
1239,0,31.58,4.16,2.85
1240,0,43.65,4.72,0.37
1241,0,27.65,4.91,1.89
1242,0,33.88,3.77,0.0
1243,0,50.95,4.79,0.0
1244,0,41.84,6.73,0.0
1245,0,39.09,5.89,0.58
1246,0,41.15,5.16,0.57
1247,0,63.94,8.59,0.0
1248,0,50.28,9.39,0.0
1249,0,35.79,1.66,0.44
1250,0,55.33,6.83,0.72
1251,0,41.29,5.7,0.69
1252,0,47.92,5.66,0.76
1253,0,37.31,3.68,0.32
1254,0,34.5,6.15,0.98
1255,0,48.42,8.83,0.48
1256,0,35.85,5.69,0.0
1257,1,23.75,4.56,5.46
1258,1,37.18,3.82,4.68
1259,1,20.7,2.29,6.5
1260,1,18.65,2.79,5.19
1261,1,34.36,5.33,4.33
1262,1,14.32,1.49,4.84
1263,1,23.99,4.64,5.54
1264,1,27.07,3.85,3.99
1265,1,19.24,3.51,4.91
1266,1,21.06,4.57,4.28
1267,1,35.33,5.18,2.95
1268,1,32.34,3.0,4.93
1269,1,22.43,1.34,5.5
1270,1,34.24,3.56,4.3
1271,1,42.15,5.17,5.0
1272,1,19.74,2.41,4.71
1273,1,30.49,3.3,5.99
1274,1,45.81,6.08,4.77
1275,1,34.89,4.49,4.08
1276,1,36.51,5.24,2.56
1277,1,28.4,3.03,4.64
1278,1,23.62,4.32,5.5
1279,1,39.15,2.15,5.44
1280,1,35.23,4.82,5.98
1281,1,29.59,3.8,5.15
1282,1,26.28,4.01,5.7
1283,1,16.02,4.15,4.98
1284,1,31.25,5.02,3.47
1285,1,24.47,3.32,4.74
1286,1,28.95,3.12,5.25
1287,1,35.37,5.23,4.27
1288,1,36.56,4.31,3.59
1289,1,35.75,3.96,4.72
1290,1,48.04,7.41,4.18
1291,1,39.32,5.25,4.12
1292,1,24.03,3.51,5.35
1293,1,23.45,2.96,4.79
1294,1,48.63,5.08,3.54
1295,1,24.69,0.64,5.97
1296,1,29.65,4.31,5.23
1297,1,43.96,6.32,3.85
1298,1,43.72,5.74,4.23
1299,1,29.56,2.41,6.14
1300,1,31.94,3.43,5.46
1301,1,16.92,2.05,3.85
1302,1,22.73,1.11,5.19
1303,1,27.08,3.21,4.49
1304,1,29.95,3.99,3.42
1305,1,27.41,3.41,3.56
1306,1,31.22,2.49,4.57
1307,1,47.54,5.55,3.16
1308,1,33.71,3.38,3.99
1309,1,32.47,2.55,5.24
1310,1,30.01,2.13,4.81
1311,1,28.62,3.48,4.57
1312,1,39.86,4.08,4.86
1313,1,22.07,5.2,4.34
1314,1,29.0,3.76,4.8
1315,1,21.23,3.0,5.84
1316,1,30.7,3.78,5.05
1317,1,30.95,3.08,4.24
1318,1,37.36,5.63,3.77
1319,1,39.58,5.58,3.76
1320,1,35.3,5.14,4.07
1321,1,42.98,5.88,5.33
1322,1,42.71,3.19,5.34
1323,1,32.52,4.75,4.96
1324,1,32.99,3.85,5.06
1325,1,14.51,1.84,6.3
1326,1,32.56,5.24,4.79
1327,1,29.96,3.4,3.81
1328,1,16.49,0.55,6.0
1329,1,26.55,3.88,4.2
1330,1,37.66,7.19,4.65
1331,1,20.09,0.98,5.82
1332,1,40.34,5.45,5.26
1333,1,33.8,3.79,4.37
1334,1,28.17,5.01,4.07
1335,1,28.86,3.61,4.96
1336,1,36.64,3.02,5.61
1337,1,18.55,0.0,4.14
1338,1,46.33,7.53,3.47
1339,1,23.49,2.91,5.46
1340,1,23.88,2.09,5.38
1341,1,39.77,4.75,4.5
1342,1,36.32,4.54,4.5
1343,1,40.6,4.11,4.66
1344,1,38.37,4.53,4.05
1345,1,33.01,5.0,4.85
1346,1,19.79,0.97,4.81
1347,1,26.22,4.57,4.84
1348,1,31.59,3.19,3.71
1349,1,29.86,4.03,3.99
1350,1,13.58,3.48,5.2
1351,1,38.36,3.57,4.27
1352,1,43.85,5.44,3.57
1353,1,41.71,5.75,4.27
1354,1,21.86,3.84,5.47
1355,1,33.49,3.21,4.18
1356,1,12.99,3.36,5.92
1357,1,43.52,3.11,4.64
1358,1,14.48,2.09,6.27
1359,1,33.28,2.87,4.83
1360,1,39.3,4.71,3.99
1361,1,40.33,5.99,4.55
1362,1,32.75,3.78,4.87
1363,1,18.59,3.55,4.28
1364,1,29.19,3.88,4.26
1365,1,27.85,4.26,5.23
1366,1,32.95,4.74,3.49
1367,1,37.9,2.19,3.5
1368,1,35.3,6.37,5.2
1369,1,46.97,4.04,3.39
1370,1,35.29,4.68,4.23
1371,1,26.89,3.75,4.55
1372,1,43.04,3.39,4.25
1373,1,27.48,3.14,3.79
1374,1,32.25,3.35,3.98
1375,1,31.45,2.88,5.31
1376,1,11.65,1.82,5.38
1377,1,32.21,4.3,3.9
1378,1,32.32,4.14,4.57
1379,1,28.32,3.79,4.71
1380,1,28.87,1.98,5.58
1381,1,19.72,2.96,5.3
1382,1,30.66,2.41,4.79
1383,1,42.02,4.75,3.8
1384,1,28.58,2.91,5.29
1385,1,25.82,1.56,5.1
1386,1,25.14,3.83,5.36
1387,1,46.14,7.67,3.48
1388,1,19.16,2.01,5.72
1389,1,36.76,5.43,5.35
1390,1,30.89,2.92,4.71
1391,1,45.37,6.34,3.16
1392,1,40.49,7.04,4.77
1393,1,29.29,4.57,4.68
1394,1,17.67,0.93,5.02
1395,1,41.44,5.3,4.23
1396,1,41.66,4.78,3.82
1397,1,21.16,2.32,3.15
1398,1,35.96,6.78,5.6
1399,1,23.59,2.28,6.41
1400,1,23.79,2.05,6.1
1401,1,17.13,2.96,5.75
1402,1,37.46,3.66,4.56
1403,1,32.17,2.71,5.37
1404,1,33.96,1.76,4.8
1405,1,41.62,3.62,4.74
1406,1,35.35,3.65,4.5
1407,1,34.68,3.53,3.52
1408,1,35.99,5.05,4.32
1409,1,21.48,2.9,2.82
1410,1,29.72,5.5,5.72
1411,1,20.35,3.18,5.77
1412,1,22.8,2.49,5.12
1413,1,29.27,3.79,3.76
1414,0,50.5,8.98,0.0
1415,0,58.47,7.56,0.0
1416,0,33.32,5.15,0.0
1417,0,43.39,7.13,0.0
1418,0,41.43,4.56,1.14
1419,0,46.22,6.76,0.0
1420,0,46.66,6.41,0.13
1421,0,44.9,5.24,0.05
1422,0,34.26,6.07,0.37
1423,0,45.16,4.62,0.78
1424,0,49.14,5.83,0.55
1425,0,37.89,4.36,0.0
1426,0,57.83,5.64,0.12
1427,0,40.12,6.33,0.44
1428,0,36.93,4.36,0.0
1429,0,44.37,4.06,0.0
1430,0,39.94,4.24,0.34
1431,0,31.06,2.96,1.27
1432,0,41.79,6.91,0.16
1433,0,54.77,7.61,1.15
1434,0,58.02,8.71,0.0
1435,0,37.46,4.94,0.65
1436,0,49.24,6.7,0.29
1437,0,43.06,4.28,0.76
1438,0,44.27,6.36,0.97
1439,0,52.14,6.09,0.0
1440,0,48.82,6.7,1.45
1441,0,43.23,5.25,0.0
1442,0,34.57,3.04,0.0
1443,0,33.01,5.97,0.52
1444,0,41.49,4.73,0.04
1445,0,44.59,8.16,1.1
1446,0,46.03,5.96,0.0
1447,0,48.26,6.17,0.6
1448,0,49.84,6.97,0.08
1449,0,22.78,3.7,1.34
1450,0,49.23,6.99,0.0
1451,0,33.62,4.28,0.16
1452,0,50.91,7.02,0.0
1453,0,44.69,4.73,0.0
1454,0,47.04,4.47,0.33
1455,0,37.67,6.86,0.71
1456,0,44.26,6.25,0.0
1457,0,27.06,3.51,0.0
1458,0,50.76,4.57,0.0
1459,0,39.35,6.5,0.96
1460,0,21.29,2.69,1.19
1461,0,50.49,4.76,0.4
1462,0,55.41,6.54,0.0
1463,0,34.99,5.33,1.24
1464,0,51.7,6.78,0.0
1465,0,36.0,5.93,0.0
1466,0,23.87,0.0,2.23
1467,0,39.14,6.27,0.7
1468,0,44.61,4.94,1.04
1469,0,43.07,5.84,0.0
1470,0,42.83,4.98,0.0
1471,0,44.37,6.24,0.01
1472,0,43.73,6.36,0.0
1473,0,40.27,6.36,0.0
1474,0,37.19,4.9,0.74
1475,0,39.87,5.9,0.32
1476,0,39.19,5.51,0.27
1477,0,39.58,4.19,0.0
1478,0,33.18,4.12,1.05
1479,0,37.66,6.13,0.81
1480,0,42.66,2.85,0.0
1481,0,44.48,7.37,0.0
1482,0,41.49,5.04,0.57
1483,0,40.53,6.28,0.89
1484,0,46.28,5.58,0.27
1485,0,48.52,4.35,2.15
1486,0,47.44,4.07,0.0
1487,0,28.0,2.73,0.66
1488,0,38.36,3.1,0.0
1489,0,47.65,6.93,0.0
1490,0,46.12,3.95,0.0
1491,0,47.44,3.71,0.0
1492,0,44.51,6.6,0.0
1493,0,35.17,4.11,1.31
1494,0,51.78,5.25,0.0
1495,0,31.12,3.03,1.22
1496,0,49.89,5.97,0.0
1497,0,41.87,5.1,0.0
1498,0,30.22,3.26,0.0
1499,0,38.83,1.73,0.0
1500,0,51.63,5.34,0.33
1501,0,37.29,2.95,1.8
1502,0,32.32,3.72,1.24
1503,0,39.69,5.34,1.73
1504,0,35.46,4.31,1.44
1505,0,32.0,3.63,0.36
1506,0,45.5,5.4,1.03
1507,0,48.39,3.68,1.59
1508,0,37.59,5.58,0.83
1509,0,46.19,6.59,0.0
1510,0,38.9,5.62,0.62
1511,0,41.2,5.38,1.39
1512,0,42.99,4.26,0.0
1513,0,53.95,6.29,0.22
1514,0,46.06,5.39,0.87
1515,0,34.01,3.17,1.33
1516,0,46.13,7.55,0.01
1517,0,40.23,5.48,0.51
1518,0,38.27,6.72,0.79
1519,0,35.28,5.57,0.64
1520,0,41.79,5.53,0.0
1521,0,41.52,4.84,0.94
1522,0,38.78,4.98,0.0
1523,0,30.87,3.26,0.21
1524,0,28.34,2.42,2.1
1525,0,43.02,4.2,0.0
1526,0,43.43,5.8,0.0
1527,0,59.47,5.91,0.0
1528,0,40.57,4.86,0.1
1529,0,50.17,4.56,1.21
1530,0,51.56,7.91,0.0
1531,0,41.51,5.04,0.15
1532,0,42.61,5.06,0.45
1533,0,38.56,5.12,1.65
1534,0,56.2,6.53,0.5
1535,0,29.93,2.11,1.6
1536,0,41.68,4.65,0.0
1537,0,53.07,8.4,0.0
1538,0,41.14,5.5,0.0
1539,0,37.43,6.04,0.79
1540,0,43.86,8.49,0.0
1541,0,46.22,6.09,0.0
1542,0,46.54,5.6,0.25
1543,0,44.25,7.07,1.3
1544,0,48.0,6.09,1.15
1545,0,49.57,4.96,0.16
1546,0,33.14,2.55,1.47
1547,0,38.97,4.03,0.0
1548,0,48.96,6.43,0.24
1549,0,45.91,5.33,0.0
1550,0,43.88,5.02,0.0
1551,0,47.38,4.52,0.0
1552,0,49.62,5.62,0.46
1553,0,35.14,4.48,1.64
1554,0,32.18,1.83,1.68
1555,0,32.77,3.09,0.0
1556,0,56.87,9.7,0.0
1557,0,33.56,5.52,0.6
1558,0,40.12,6.57,0.23
1559,0,40.52,2.6,0.59
1560,0,50.25,6.12,0.0
1561,0,28.09,4.09,0.13
1562,0,41.69,5.15,1.04
1563,0,51.72,7.5,0.0
1564,0,50.92,6.84,0.6
1565,0,45.27,6.35,0.24
1566,0,39.91,6.23,0.25
1567,0,56.06,4.93,0.53
1568,0,28.62,3.99,1.85
1569,0,49.85,4.83,0.55
1570,0,46.07,6.28,0.0
1571,1,34.73,5.92,4.34
1572,1,32.13,3.92,4.57
1573,1,31.64,2.04,4.45
1574,1,37.45,3.04,4.61
1575,1,20.78,2.54,4.98
1576,1,20.03,1.75,5.83
1577,1,31.3,5.84,3.79
1578,1,30.42,3.45,3.79
1579,1,31.31,6.13,4.62
1580,1,42.72,5.33,4.45
1581,1,25.37,1.84,5.91
1582,1,36.01,7.18,3.89
1583,1,33.08,3.78,5.5
1584,1,48.93,7.91,4.05
1585,1,18.78,4.13,5.28
1586,1,25.63,3.03,4.55
1587,1,26.35,4.13,4.15
1588,1,40.56,6.26,4.56
1589,1,23.44,4.6,4.2
1590,1,43.26,5.09,5.17
1591,1,42.78,4.06,3.43
1592,1,36.92,6.02,3.6
1593,1,33.5,4.9,4.58
1594,1,17.55,0.0,5.42
1595,1,31.46,5.22,4.92
1596,1,18.55,0.67,6.08
1597,1,27.1,2.96,6.4
1598,1,31.62,3.25,5.87
1599,1,27.53,3.11,4.36
1600,1,37.61,4.67,4.18
1601,1,28.97,2.51,4.5
1602,1,17.61,3.44,5.25
1603,1,21.52,3.37,4.2
1604,1,19.81,3.25,4.27
1605,1,27.47,4.97,4.71
1606,1,39.98,6.52,4.02
1607,1,34.05,4.51,4.78
1608,1,32.72,4.33,4.97
1609,1,19.72,1.79,3.99
1610,1,48.95,6.62,3.95
1611,1,29.77,3.37,4.72
1612,1,49.34,4.09,4.68
1613,1,23.06,3.43,5.03
1614,1,25.46,1.95,4.54
1615,1,50.8,8.14,3.26
1616,1,21.4,4.91,4.72
1617,1,33.35,5.08,4.47
1618,1,27.29,2.17,4.74
1619,1,23.49,3.05,4.76
1620,1,47.29,4.7,4.15
1621,1,21.97,1.85,5.04
1622,1,37.18,3.57,4.27
1623,1,38.83,4.71,5.93
1624,1,21.91,2.86,5.69
1625,1,14.82,1.77,5.33
1626,1,15.75,2.34,5.37
1627,1,23.6,1.73,5.28
1628,1,31.78,5.33,3.93
1629,1,32.68,5.35,4.09
1630,1,28.49,2.83,3.81
1631,1,29.16,4.16,4.07
1632,1,37.79,3.95,4.78
1633,1,36.15,3.52,3.33
1634,1,33.03,4.06,4.7
1635,1,25.06,4.27,4.69
1636,1,36.22,4.24,3.85
1637,1,31.45,4.27,5.33
1638,1,24.02,3.35,5.08
1639,1,25.38,1.57,4.81
1640,1,39.83,1.56,5.34
1641,1,44.76,3.88,4.7
1642,1,25.76,2.49,4.67
1643,1,13.38,0.7,4.36
1644,1,34.7,3.19,4.43
1645,1,22.77,0.67,4.43
1646,1,35.86,4.75,4.73
1647,1,26.99,4.63,5.52
1648,1,47.84,7.62,4.92
1649,1,30.9,4.54,4.33
1650,1,37.22,3.74,5.12
1651,1,20.28,3.16,4.72
1652,1,7.45,0.0,5.81
1653,1,31.08,4.94,5.35
1654,1,32.1,5.06,4.61
1655,1,35.76,3.43,4.97
1656,1,25.57,3.54,5.66
1657,1,19.67,2.83,4.93
1658,1,17.2,2.32,5.76
1659,1,34.43,6.47,6.09
1660,1,35.68,4.63,4.58
1661,1,22.99,1.43,5.13
1662,1,25.78,1.8,5.62
1663,1,24.17,4.37,4.68
1664,1,14.84,0.0,6.1
1665,1,31.59,4.18,5.06
1666,1,36.77,2.72,4.36
1667,1,28.21,4.21,4.68
1668,1,18.62,2.17,5.88
1669,1,28.41,4.76,4.3
1670,1,40.92,3.33,3.26
1671,1,47.04,4.08,2.84
1672,1,32.15,3.66,4.85
1673,1,23.69,2.29,4.47
1674,1,14.12,3.21,4.33
1675,1,17.63,2.07,4.18
1676,1,29.29,3.71,4.61
1677,1,31.81,3.61,4.62
1678,1,32.05,5.61,4.85
1679,1,27.9,0.83,5.26
1680,1,17.65,1.98,6.54
1681,1,17.39,0.52,6.14
1682,1,31.18,1.92,4.88
1683,1,23.4,5.19,5.55
1684,1,40.44,6.59,4.4
1685,1,18.33,3.48,4.2
1686,1,43.5,4.43,4.7
1687,1,24.67,3.68,5.75
1688,1,31.79,4.55,4.31
1689,1,31.79,4.01,4.92
1690,1,27.25,4.21,4.7
1691,1,13.89,3.1,5.85
1692,1,26.14,4.16,5.08
1693,1,42.18,6.82,5.15
1694,1,19.75,3.79,4.1
1695,1,15.26,1.6,6.73
1696,1,28.25,4.25,4.78
1697,1,26.7,1.94,4.88
1698,1,19.66,0.53,4.89
1699,1,23.98,4.29,5.12
